company_id,year,gross_margin,net_margin,revenue_growth,cost_growth,label
ADBE,2021,0.8818498574596135,0.3054798859676908,0.22668635374572582,0.15664465299501795,At-Risk
ADBE,2022,0.8770305577643985,0.27013518118823127,0.11536268609439342,0.15275969147550836,At-Risk
ADBE,2023,0.878716059559998,0.2796640733680251,0.10240826990798592,0.10870698644421273,At-Risk
ADBE,2024,0.89035108114392,0.25854452452917925,0.10799113813179453,0.07876792852104397,Healthy
ADCT,2023,0.9636418528422324,-3.4511199286926018,-0.6509892588799009,-0.29319553971168966,Distressed
ADCT,2024,0.9160184649265215,-2.22829877041659,0.0183875327065183,-0.14457171483884115,Distressed
ADES,2021,0.34616228288830836,0.5635498732008526,0.48885886911212384,0.17721002758786134,Healthy
ADES,2022,0.11634478138017419,-0.0865837435792867,0.026851057889803975,0.17230803716987284,At-Risk
ADES,2023,0.32122440337557845,-0.12349898672151477,-0.036936700748638175,0.0016861501021250705,At-Risk
ADES,2024,0.36200772767738326,-0.04688919685386246,0.09856527832390631,-0.0381348211264306,At-Risk
ADEX,2023,0.30340399510803095,-0.9507236037505096,-0.12216506374412883,-0.18585620980455944,Distressed
ADI,2021,0.6183158187586547,0.18999284805212588,0.3061240151802873,0.36746778203443575,At-Risk
ADI,2022,0.6269771489866824,0.22878073520014602,0.641634803559194,0.526761174376704,At-Risk
ADI,2023,0.640135958286752,0.2693566693827877,0.024270612678441477,-0.01643200645238764,At-Risk
ADI,2024,0.5708341337690674,0.17346406769294284,-0.23390946142220995,-0.1159155015725721,At-Risk
ADM,2021,0.07022956281012094,0.03177749885629157,0.3246678579752933,0.31422454424898943,At-Risk
ADM,2022,0.07454015518531648,0.042735042735042736,0.1912867013102793,0.18342734876483174,At-Risk
ADM,2023,0.0799808378133816,0.03707883110661628,-0.07504234117137343,-0.07669707429322814,At-Risk
ADM,2024,0.06755524377411434,0.02104524728165556,-0.08947676584872519,-0.07143016088475489,At-Risk
ADMA,2021,0.014491679329898817,-0.5634088185513263,0.9171818102428428,0.3003914886181559,Distressed
ADMA,2022,0.2288746105919003,-0.4277258566978193,0.9035617656869649,0.38852401358053934,Distressed
